Timestamp,Ax,Ay,Az
1774520321.564973,0.027,0.002,0.956
1774520321.6228292,0.045,-0.052,1.341
1774520321.67841,0.045,0.009,1.005
1774520321.7434657,0.052,0.009,1.060
1774520321.798795,0.017,0.032,1.044
1774520321.8548062,-0.014,-0.015,1.012
1774520321.9108045,-0.100,-0.020,1.125
1774520321.9628305,-0.096,-0.031,1.198
1774520322.022645,0.024,0.002,1.020
1774520322.0743914,0.024,0.013,1.017
1774520322.1348069,0.080,0.029,0.922
1774520322.1771472,-0.026,-0.033,1.101
1774520322.2404974,-0.054,-0.016,1.142
1774520322.3031852,-0.036,-0.006,1.096
1774520322.351386,0.126,-0.043,0.816
1774520322.4165828,-0.083,-0.020,1.261
1774520322.4730113,0.001,0.013,1.066
1774520322.5245368,0.010,0.012,0.964
1774520322.5729773,-0.248,-0.129,1.843
1774520322.6359322,0.090,0.080,1.078
1774520322.690982,0.095,0.012,0.934
1774520322.7409866,-0.025,0.007,1.165
1774520322.8036108,-0.001,-0.032,0.938
1774520322.8612304,-0.058,0.002,1.116
1774520322.9087157,-0.102,-0.024,1.221
1774520322.9717748,0.029,-0.012,1.030
1774520323.032831,-0.097,-0.073,1.464
1774520323.0877402,0.084,0.062,1.045
1774520323.1446147,0.095,0.007,0.959
1774520323.1996973,-0.021,-0.004,1.163
1774520323.2534568,0.058,-0.062,1.037
1774520323.3114293,-0.044,0.003,1.106
1774520323.365659,-0.010,-0.016,1.031
1774520323.42363,-0.021,-0.009,1.014
1774520323.4815884,-0.028,-0.036,0.914
1774520323.5381763,-0.078,-0.038,0.972
1774520323.5939775,-0.101,-0.017,1.229
1774520323.6502852,0.056,-0.021,0.987
1774520323.7072842,0.040,0.036,1.039
1774520323.7627084,0.060,0.018,0.813
1774520323.8162508,-0.027,-0.031,1.138
1774520323.8713808,-0.047,-0.033,1.075
1774520323.9297345,-0.076,-0.001,1.145
1774520323.9837298,-0.015,0.036,0.469
1774520324.0438566,-0.113,0.011,1.327
1774520324.1006176,-0.035,0.013,1.179
1774520324.1571727,0.038,-0.028,1.123
1774520324.2077603,0.050,0.048,1.017
1774520324.2684836,-0.168,-0.055,1.161
1774520324.3261302,-0.031,0.013,1.035
1774520324.3818958,-0.017,-0.030,1.012
1774520324.4348621,-0.028,0.020,1.039
1774520324.4824276,0.036,0.026,0.992
1774520324.547719,-0.057,-0.032,1.270
1774520324.6053936,-0.066,-0.011,1.127
1774520324.663046,-0.026,-0.007,1.016
1774520324.7077978,-0.082,0.031,1.053
1774520324.774792,0.036,0.041,0.989
1774520324.8319733,0.000,0.010,1.108
1774520324.8879497,0.029,-0.026,1.111
1774520324.9437573,0.014,0.022,1.064
1774520324.9983003,-0.192,-0.040,1.365
1774520325.0507662,0.018,-0.015,0.871
1774520325.1088572,-0.068,-0.038,1.141
1774520325.1655986,-0.087,0.017,1.143
1774520325.2127852,-0.169,-0.084,1.612
1774520325.2822561,0.094,0.069,1.011
1774520325.3378625,0.110,0.007,0.990
1774520325.3920405,-0.002,0.000,1.164
1774520325.44759,-0.010,-0.016,1.081
1774520325.4985707,0.097,0.020,0.798
1774520325.5611477,-0.075,-0.011,1.205
1774520325.6086123,-0.072,-0.029,1.123
1774520325.673151,-0.030,-0.007,1.026
1774520325.7184148,-0.015,0.010,0.721
1774520325.7746289,-0.079,0.019,1.090
1774520325.838691,-0.051,0.010,1.242
1774520325.899255,0.045,-0.024,1.013
1774520325.9511874,0.032,0.026,1.089
1774520326.0100622,0.073,0.001,0.898
1774520326.0669143,-0.050,-0.009,1.143
1774520326.1211512,-0.072,-0.039,1.096
1774520326.1701903,-0.062,0.001,1.114
1774520326.2358406,-0.032,-0.047,1.261
1774520326.2912347,0.011,0.026,1.083
1774520326.3471282,0.046,0.006,1.009
1774520326.4013648,0.004,0.008,1.102
1774520326.4564295,0.003,-0.001,1.084
1774520326.5089881,-0.008,-0.008,1.074
1774520326.571209,-0.017,-0.010,1.072
1774520326.6289852,-0.024,-0.006,1.080
1774520326.6832886,-0.025,-0.004,1.084
1774520326.7413392,0.074,0.031,0.843
1774520326.7969973,-0.052,-0.029,1.166
1774520326.8530395,-0.062,-0.011,1.127
1774520326.8987856,-0.021,0.002,1.087
1774520326.9543447,-0.255,-0.135,1.955
1774520327.0182226,0.129,0.070,0.950
1774520327.0667882,0.102,0.013,0.938
1774520327.1312616,-0.029,0.023,1.194
1774520327.1908023,-0.006,-0.036,1.076
1774520327.2468429,-0.022,-0.012,0.995
1774520327.3038697,-0.032,-0.049,0.976
1774520327.3601956,-0.036,0.007,1.088
1774520327.4126322,-0.045,0.004,1.097
1774520327.4721887,-0.106,-0.024,1.151
1774520327.5172238,-0.018,-0.007,1.069
1774520327.5819805,-0.005,0.004,1.129
1774520327.6387985,0.024,0.053,0.976
1774520327.6941965,0.054,0.051,1.002
1774520327.7529342,-0.011,-0.010,1.106
1774520327.80875,-0.002,-0.014,1.131
1774520327.864103,-0.007,-0.003,1.091
1774520327.9211442,-0.097,-0.117,0.715
1774520327.9784095,-0.091,0.014,1.081
1774520328.0327556,-0.057,-0.015,1.034
1774520328.0882702,-0.043,0.009,1.061
1774520328.1461813,-0.194,-0.002,1.467
1774520328.2036676,0.045,-0.049,0.795
1774520328.259702,-0.062,-0.008,1.155
1774520328.3152993,-0.053,0.002,1.165
1774520328.3639104,-0.036,0.154,1.991
1774520328.428214,0.173,0.036,0.625
1774520328.4767025,0.018,0.009,1.073
1774520328.5319624,0.034,-0.039,1.236
1774520328.5962162,0.019,0.032,1.058
1774520328.6512454,-0.131,-0.024,1.334
1774520328.7077737,-0.011,0.000,0.925
1774520328.7631724,-0.052,-0.052,1.053
1774520328.8186421,-0.071,0.008,1.113
1774520328.874009,-0.037,0.030,0.883
1774520328.9326313,0.023,0.048,1.024
1774520328.9882534,-0.010,0.000,1.143
1774520329.0433414,0.020,-0.014,1.115
1774520329.0937052,0.021,0.013,1.071
1774520329.1551638,0.142,-0.029,0.722
1774520329.2052839,-0.033,-0.034,1.214
1774520329.2648654,-0.043,-0.029,1.042
1774520329.3167977,-0.069,-0.001,1.130
1774520329.3815768,-0.021,-0.024,0.996
1774520329.4375973,-0.127,-0.040,1.129
1774520329.4945076,-0.042,-0.018,0.990
1774520329.5512207,-0.034,0.005,1.072
1774520329.6067684,0.001,0.016,1.063
1774520329.6554058,-0.011,0.082,0.588
1774520329.7192307,-0.065,0.044,1.253
1774520329.7680836,-0.024,0.019,1.187
1774520329.8314283,0.024,-0.045,1.080
1774520329.8879416,-0.034,0.108,1.022
1774520329.944385,0.006,0.035,1.174
1774520330.000992,-0.055,0.018,1.175
1774520330.0581295,-0.010,-0.066,1.144
1774520330.1064484,-0.002,0.029,1.054
1774520330.1680226,-0.056,-0.051,1.135
1774520330.219107,-0.046,0.000,0.941
1774520330.2675023,-0.043,-0.042,1.063
1774520330.329387,-0.053,0.014,1.078
1774520330.384471,0.047,0.079,1.009
1774520330.4484506,-0.048,-0.008,1.230
1774520330.4975886,-0.056,-0.010,1.096
1774520330.5633104,0.005,-0.004,1.004
1774520330.617684,0.011,0.028,1.178
1774520330.674266,-0.026,0.065,1.354
1774520330.7310197,0.028,0.020,1.112
1774520330.7811897,0.030,-0.035,1.176
1774520330.8427658,0.017,0.028,1.082
1774520330.8989482,-0.027,-0.003,0.962
1774520330.9477863,-0.046,-0.019,1.048
1774520331.011109,-0.042,-0.039,1.049
1774520331.0665739,-0.061,0.008,1.131
1774520331.1086957,0.153,-0.036,0.530
1774520331.1799266,-0.119,-0.004,1.411
1774520331.2369306,-0.044,0.011,1.076
1774520331.2925527,0.009,0.002,0.971
1774520331.3487291,-0.010,-0.003,0.704
1774520331.405177,-0.067,0.008,1.105
1774520331.4616435,-0.021,0.024,1.238
1774520331.5093315,0.055,-0.024,1.001
1774520331.5653808,0.020,0.027,1.068
1774520331.628412,-0.042,-0.006,1.074
1774520331.6846452,-0.038,-0.014,1.029
1774520331.742023,-0.053,-0.039,1.070
1774520331.7994158,-0.072,0.003,1.153
1774520331.8566277,-0.215,-0.134,1.749
1774520331.9120789,0.092,0.076,1.040
1774520331.9676046,0.114,0.010,0.945
1774520332.023223,-0.026,0.016,1.203
1774520332.078757,-0.179,-0.090,1.771
1774520332.135726,0.117,0.035,0.819
1774520332.191335,0.083,0.001,1.013
1774520332.2396233,-0.016,-0.009,1.203
1774520332.3040926,-0.020,-0.025,1.079
1774520332.360814,-0.106,-0.070,0.986
1774520332.4158866,-0.034,-0.015,0.990
1774520332.4708364,-0.044,-0.008,1.066
1774520332.5300775,-0.032,0.007,1.075
1774520332.5859435,-0.196,-0.126,1.730
1774520332.6431818,0.132,0.051,0.903
1774520332.6980126,0.089,0.003,0.956
1774520332.7538779,-0.026,0.015,1.168
1774520332.8035018,-0.043,0.071,0.968
1774520332.86609,0.009,0.079,1.142
1774520332.9206986,0.012,-0.014,1.090
1774520332.9690044,0.004,-0.039,1.170
1774520333.0335636,0.006,0.013,1.084
1774520333.0885956,0.130,-0.048,0.668
1774520333.1463606,-0.098,0.006,1.250
1774520333.2035756,-0.033,-0.028,1.119
1774520333.2527103,-0.014,0.011,0.951
1774520333.3161898,-0.194,-0.102,1.703
1774520333.3719244,0.062,0.043,1.028
1774520333.4272,0.091,0.007,1.022
1774520333.4828787,-0.004,0.016,1.124
1774520333.5311007,-0.019,0.024,0.863
1774520333.5954218,-0.060,0.034,1.113
1774520333.6519415,0.004,-0.005,1.135
1774520333.7088394,0.025,-0.037,1.091
1774520333.7653203,0.014,0.016,1.083
1774520333.8207314,0.138,-0.063,0.616
1774520333.8632574,-0.077,0.004,1.243
1774520333.932773,-0.066,-0.019,1.128
1774520333.9882107,-0.005,0.009,0.957
1774520334.036853,-0.021,0.004,0.800
1774520334.1005754,-0.066,0.020,1.170
1774520334.1494849,-0.031,-0.001,1.217
1774520334.2103004,0.036,-0.015,1.057
1774520334.2707016,0.028,0.026,1.057
1774520334.326738,0.138,-0.059,0.625
1774520334.3824074,-0.088,0.002,1.273
1774520334.4397883,-0.050,-0.017,1.102
1774520334.4964328,-0.015,-0.001,0.974
1774520334.5509176,-0.034,-0.033,1.605
1774520334.5999444,0.151,0.034,0.648
1774520334.655648,0.046,0.003,1.080
1774520334.7187262,0.021,-0.005,1.189
1774520334.7674663,-0.001,0.015,0.953
1774520334.832273,-0.037,0.000,1.058
1774520334.889021,-0.069,-0.002,1.162
1774520334.9439785,0.015,-0.031,1.037
1774520335.002066,0.029,0.006,0.720
1774520335.0569956,-0.044,-0.013,1.011
1774520335.1130998,-0.133,-0.016,1.217
1774520335.1686516,0.016,-0.029,1.000
1774520335.2172613,0.043,-0.007,1.069
1774520335.2819123,0.005,0.004,1.176
1774520335.3315275,0.021,0.019,1.062
1774520335.39413,-0.008,-0.007,1.026
1774520335.4500465,-0.072,-0.027,1.698
1774520335.506301,0.154,0.008,0.645
1774520335.5607908,0.037,-0.003,1.097
1774520335.6192324,-0.000,-0.005,1.169
1774520335.6757982,-0.027,-0.011,1.096
1774520335.7241216,-0.176,-0.037,1.540
1774520335.7817047,0.022,-0.026,0.703
1774520335.8434086,-0.107,-0.024,1.194
1774520335.9015303,-0.096,0.015,1.240
1774520335.9568028,0.052,0.035,0.974
1774520336.0033357,0.046,0.013,1.044
1774520336.058877,0.011,-0.004,1.122
1774520336.123515,0.003,0.017,0.867
1774520336.178904,-0.037,0.007,1.089
1774520336.2362099,-0.089,-0.003,1.205
1774520336.2917945,0.022,-0.024,1.009
1774520336.3485005,0.009,0.008,0.992
1774520336.3993242,-0.038,0.104,0.952
1774520336.454495,0.008,0.058,1.093
1774520336.5018253,-0.007,-0.022,1.134
1774520336.5723946,-0.022,-0.038,1.141
1774520336.6208434,-0.005,0.020,1.096
1774520336.6851432,-0.156,-0.007,1.160
1774520336.741035,-0.074,-0.016,1.210
1774520336.798657,0.011,-0.002,1.024
1774520336.8553054,-0.004,0.037,1.022
1774520336.909492,0.031,-0.011,1.145
